listing_name,city,country,price_raw,property_type,guests,bedrooms,beds,baths,host_name,is_superhost,is_guest_favorite,rating,reviews,scrape_date,url
Fabulous apartment in Eixample,Barcelona,Spain,€40,Entire vacation home,4.0,2.0,3.0,1.0,MariaSuperhost,1,1,4.94,9484,2026-07-07,https://www.airbnb.com/rooms/1005643932109804771?search_mode=regular_search&adults=1&check_in=2026-08-20&check_out=2026-08-25&children=0&infants=0&pets=0&source_impression_id=p3_1783432958_P3QlKy1RAsk9--DH&previous_page_section_name=1000&federated_search_id=c7d27d83-da49-4269-83b4-76da48680bb0
Casilda’s Barcelona Beach Boutique,Barcelona,Spain,,Entire rental unit,4.0,2.0,3.0,2.0,NataliaSuperhost,1,1,4.93,93127,2026-07-07,https://www.airbnb.com/rooms/41372652?search_mode=regular_search&adults=1&check_in=2026-08-07&check_out=2026-08-12&children=0&infants=0&pets=0&source_impression_id=p3_1783432958_P32m_Yo2LYUefTJN&previous_page_section_name=1000&federated_search_id=c7d27d83-da49-4269-83b4-76da48680bb0
Parisian-Style Belle Étage · Two Spa Bathrooms,Berlin,Germany,,Entire rental unit,5.0,2.0,4.0,2.0,CarolinSuperhost,1,0,5.0,3,2026-07-07,https://www.airbnb.com/rooms/1686245096062153599?search_mode=regular_search&adults=1&check_in=2026-07-15&check_out=2026-07-20&children=0&infants=0&pets=0&source_impression_id=p3_1783432989_P3JgZiymPv48y1Tk&previous_page_section_name=1000&federated_search_id=8e26655d-fc69-4196-9097-675b785aba58
Lovely Apartment with Parking,Berlin,Germany,,Entire rental unit,8.0,3.0,3.0,3.0,EricNew HostEnjoy your stay in,1,0,,,2026-07-07,https://www.airbnb.com/rooms/1722719592440149489?search_mode=regular_search&adults=1&check_in=2026-07-16&check_out=2026-07-21&children=0&infants=0&pets=0&source_impression_id=p3_1783432989_P3-OQSw_-v2LoQV3&previous_page_section_name=1000&federated_search_id=8e26655d-fc69-4196-9097-675b785aba58
Beautiful Apartment Connected to an Art Gallery,Berlin,Germany,,Entire rental unit,5.0,2.0,3.0,2.0,AglajaSuperhost,1,1,4.83,83896,2026-07-07,https://www.airbnb.com/rooms/3188899?search_mode=regular_search&adults=1&check_in=2026-11-08&check_out=2026-11-13&children=0&infants=0&pets=0&source_impression_id=p3_1783432989_P3-RhgPMgZTrbgUP&previous_page_section_name=1000&federated_search_id=8e26655d-fc69-4196-9097-675b785aba58
Lovely flat in Neukölln,Berlin,Germany,,Entire rental unit,4.0,2.0,2.0,1.0,Leila,1,0,4.6,35,2026-07-07,https://www.airbnb.com/rooms/1505589397185039088?search_mode=regular_search&adults=1&check_in=2026-08-24&check_out=2026-08-29&children=0&infants=0&pets=0&source_impression_id=p3_1783432989_P3_Z92vORB_MWSSB&previous_page_section_name=1000&federated_search_id=8e26655d-fc69-4196-9097-675b785aba58
Remise Kreuzberg – 3 floors and terrace,Berlin,Germany,,Entire home,6.0,2.0,3.0,1.0,PeterSuperhost,1,1,4.96,9645,2026-07-07,https://www.airbnb.com/rooms/1372529446686113868?search_mode=regular_search&adults=1&check_in=2026-08-09&check_out=2026-08-14&children=0&infants=0&pets=0&source_impression_id=p3_1783432989_P36iqsMJYXRziCXh&previous_page_section_name=1000&federated_search_id=8e26655d-fc69-4196-9097-675b785aba58
Spacious Parkside Residence * Modern 2BR by OYA,Berlin,Germany,,Entire rental unit,6.0,2.0,3.0,2.0,AlexanderSuperhost,1,1,5.0,08,2026-07-07,https://www.airbnb.com/rooms/1690465067267941577?search_mode=regular_search&adults=1&check_in=2026-10-10&check_out=2026-10-15&children=0&infants=0&pets=0&source_impression_id=p3_1783432989_P3iQml1G52GW6Mc0&previous_page_section_name=1000&federated_search_id=8e26655d-fc69-4196-9097-675b785aba58
"Spacious & quiet Townhouse, central, 2 baths, gym",Berlin,Germany,,Entire rental unit,5.0,2.0,4.0,2.0,PhilSuperhost,1,1,4.93,9355,2026-07-07,https://www.airbnb.com/rooms/1166486193905245666?search_mode=regular_search&adults=1&check_in=2026-08-31&check_out=2026-09-05&children=0&infants=0&pets=0&source_impression_id=p3_1783432989_P3tn2gAcAxnP_rtq&previous_page_section_name=1000&federated_search_id=8e26655d-fc69-4196-9097-675b785aba58
Premium Design 3 BR w/Terrace by CheckpointCharlie,Berlin,Germany,,Entire rental unit,7.0,3.0,4.0,2.0,Victor NEST Property Managemen,1,0,4.79,29,2026-07-07,https://www.airbnb.com/rooms/1578546374049671428?search_mode=regular_search&adults=1&check_in=2026-07-13&check_out=2026-07-18&children=0&infants=0&pets=0&source_impression_id=p3_1783432989_P3NZP2hoWlzmq2L7&previous_page_section_name=1000&federated_search_id=8e26655d-fc69-4196-9097-675b785aba58
2 bedroom apartment cozy & central,Berlin,Germany,€50,Entire rental unit,4.0,2.0,2.0,1.0,RobertSuperhost,1,1,4.98,9851,2026-07-07,https://www.airbnb.com/rooms/1333204164065268326?search_mode=regular_search&adults=1&check_in=2026-11-04&check_out=2026-11-09&children=0&infants=0&pets=0&source_impression_id=p3_1783432989_P3KymTZ23SN8Xa9A&previous_page_section_name=1000&federated_search_id=8e26655d-fc69-4196-9097-675b785aba58
Teltow cottage,Berlin,Germany,,Entire home,5.0,2.0,3.0,1.0,StefanieSuperhost,1,0,4.77,115,2026-07-07,https://www.airbnb.com/rooms/24037883?search_mode=regular_search&adults=1&check_in=2026-07-30&check_out=2026-08-04&children=0&infants=0&pets=0&source_impression_id=p3_1783432989_P3r-UjXgm8m6N6x4&previous_page_section_name=1000&federated_search_id=8e26655d-fc69-4196-9097-675b785aba58
Duplex apartment with parking space I King size,Berlin,Germany,€250,Entire rental unit,6.0,2.0,3.0,2.0,EvaSuperhost,1,1,5.0,020,2026-07-07,https://www.airbnb.com/rooms/1541230646638407053?search_mode=regular_search&adults=1&check_in=2026-07-27&check_out=2026-08-01&children=0&infants=0&pets=0&source_impression_id=p3_1783432989_P3KlyrXIA_Zqc15D&previous_page_section_name=1000&federated_search_id=8e26655d-fc69-4196-9097-675b785aba58
Amazing Cosy Best Located PrenzlauerBerg Apartment,Berlin,Germany,,Entire rental unit,5.0,2.0,3.0,1.0,David,1,0,4.75,16,2026-07-07,https://www.airbnb.com/rooms/1647783457675378660?search_mode=regular_search&adults=1&check_in=2026-11-08&check_out=2026-11-13&children=0&infants=0&pets=0&source_impression_id=p3_1783432989_P3LOpUzAUzDkiEIE&previous_page_section_name=1000&federated_search_id=8e26655d-fc69-4196-9097-675b785aba58
100sqm Luxury Apt in Prime Location near Ku'Damm,Berlin,Germany,,Entire rental unit,4.0,2.0,2.0,1.5,Andre,1,0,4.9,67,2026-07-07,https://www.airbnb.com/rooms/1077821615931533951?search_mode=regular_search&adults=1&check_in=2026-07-09&check_out=2026-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1783432989_P35lgPz66Qvg7KQU&previous_page_section_name=1000&federated_search_id=8e26655d-fc69-4196-9097-675b785aba58
Large Apartment in East Central Berlin.,Berlin,Germany,,Entire condo,6.0,2.0,3.0,1.5,JulianSuperhost,1,0,4.83,351,2026-07-07,https://www.airbnb.com/rooms/31014654?search_mode=regular_search&adults=1&check_in=2026-11-22&check_out=2026-11-27&children=0&infants=0&pets=0&source_impression_id=p3_1783432989_P3Rvm94CJj5_2JNm&previous_page_section_name=1000&federated_search_id=8e26655d-fc69-4196-9097-675b785aba58
Extended Garden Loft 139,Berlin,Germany,,Entire condo,4.0,2.0,2.0,0.0,Carlotta ApartmentsSuperhost,1,1,4.94,9471,2026-07-07,https://www.airbnb.com/rooms/1016525687008446860?search_mode=regular_search&adults=1&check_in=2026-07-09&check_out=2026-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1783432989_P3z12X-bJQzcH6AW&previous_page_section_name=1000&federated_search_id=8e26655d-fc69-4196-9097-675b785aba58
TheBerlinGetaway Historic Embassy Quarter,Berlin,Germany,,Entire guest suite,4.0,2.0,3.0,1.0,ChristophSuperhost,1,1,4.96,96177,2026-07-07,https://www.airbnb.com/rooms/18659334?search_mode=regular_search&adults=1&check_in=2026-08-22&check_out=2026-08-27&children=0&infants=0&pets=0&source_impression_id=p3_1783432989_P3g4HX47ieKIgXy7&previous_page_section_name=1000&federated_search_id=8e26655d-fc69-4196-9097-675b785aba58
Families & Groups | Kitchen | TOP Connection,Berlin,Germany,250 EUR,Entire rental unit,6.0,2.0,3.0,1.0,Noam,1,1,5.0,06,2026-07-07,https://www.airbnb.com/rooms/1618041523328100308?search_mode=regular_search&adults=1&check_in=2026-08-03&check_out=2026-08-08&children=0&infants=0&pets=0&source_impression_id=p3_1783432989_P34ETuomBGlP7R0g&previous_page_section_name=1000&federated_search_id=8e26655d-fc69-4196-9097-675b785aba58
Perfect sightseeing location Berlin,Berlin,Germany,,Entire rental unit,6.0,2.0,6.0,1.0,Hae,1,0,4.68,446,2026-07-07,https://www.airbnb.com/rooms/6231989?search_mode=regular_search&adults=1&check_in=2027-01-02&check_out=2027-01-07&children=0&infants=0&pets=0&source_impression_id=p3_1783432989_P3j5WcymyQepXwzC&previous_page_section_name=1000&federated_search_id=8e26655d-fc69-4196-9097-675b785aba58
Luxury 2 Bedroom Apt in Mitte – Prime Location,Berlin,Germany,200 EUR,Entire rental unit,4.0,2.0,2.0,2.0,,1,0,4.82,87,2026-07-07,https://www.airbnb.com/rooms/1239724435193172776?search_mode=regular_search&adults=1&check_in=2026-07-13&check_out=2026-07-18&children=0&infants=0&pets=0&source_impression_id=p3_1783433093_P3qY6iUOGYeXC54K&previous_page_section_name=1000&federated_search_id=b2c04086-b5c5-431f-8874-8fb1f9a3d7d5
Casa by NOOMI – City West – Kurfürstendamm – Messe,Berlin,Germany,,Entire rental unit,6.0,3.0,3.0,2.0,Giancarlo,1,0,New,1,2026-07-07,https://www.airbnb.com/rooms/1680589625176244615?search_mode=regular_search&adults=1&check_in=2026-07-19&check_out=2026-07-24&children=0&infants=0&pets=0&source_impression_id=p3_1783433094_P3mha5-5CgncWQaj&previous_page_section_name=1000&federated_search_id=b2c04086-b5c5-431f-8874-8fb1f9a3d7d5
Central flat near Alex with fiber optic Internet,Berlin,Germany,,Entire serviced apartment,6.0,2.0,3.0,1.0,SvenSuperhost,1,1,4.82,82427,2026-07-07,https://www.airbnb.com/rooms/13760375?search_mode=regular_search&adults=1&check_in=2026-10-12&check_out=2026-10-17&children=0&infants=0&pets=0&source_impression_id=p3_1783433094_P3ghmr0SVPWnm27Y&previous_page_section_name=1000&federated_search_id=b2c04086-b5c5-431f-8874-8fb1f9a3d7d5
"Stylish, quiet 2-room apartment in Prenzlauer Berg",Berlin,Germany,,Entire rental unit,6.0,2.0,4.0,1.0,Sleep Like Home ApartmentsSupe,1,1,4.93,93109,2026-07-07,https://www.airbnb.com/rooms/1349401535870290415?search_mode=regular_search&adults=1&check_in=2026-08-06&check_out=2026-08-11&children=0&infants=0&pets=0&source_impression_id=p3_1783433094_P3FIUd-HdfUPrcNd&previous_page_section_name=1000&federated_search_id=b2c04086-b5c5-431f-8874-8fb1f9a3d7d5
120 sqm2 penthouse/attic apartment + sauna + fireplace,Berlin,Germany,,Entire loft,8.0,2.0,3.0,2.5,MartinSuperhost,1,1,4.93,93150,2026-07-07,https://www.airbnb.com/rooms/31141186?search_mode=regular_search&adults=1&check_in=2026-09-28&check_out=2026-10-03&children=0&infants=0&pets=0&source_impression_id=p3_1783433094_P3FMeBLkRSCH7KmJ&previous_page_section_name=1000&federated_search_id=b2c04086-b5c5-431f-8874-8fb1f9a3d7d5
Two-Bedroom Apartment with Free Pool Access,Berlin,Germany,25 EUR,Entire serviced apartment,3.0,2.0,3.0,2.0,SANA Berlin ResidenceSuperhost,1,1,4.83,064,2026-07-07,https://www.airbnb.com/rooms/44223601?search_mode=regular_search&adults=1&check_in=2026-07-10&check_out=2026-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1783433094_P3DzsHk7rcqKL976&previous_page_section_name=1000&federated_search_id=b2c04086-b5c5-431f-8874-8fb1f9a3d7d5
"Next to Museuminsel! Terrace, Dryer+Cooking Island",Berlin,Germany,20 EUR,Entire rental unit,4.0,2.0,2.0,2.0,Sabina,1,0,4.78,272,2026-07-07,https://www.airbnb.com/rooms/50473684?search_mode=regular_search&adults=1&check_in=2026-07-31&check_out=2026-08-05&children=0&infants=0&pets=0&source_impression_id=p3_1783433094_P3MUB7xpivWHohfG&previous_page_section_name=1000&federated_search_id=b2c04086-b5c5-431f-8874-8fb1f9a3d7d5
New apartment with living room,Berlin,Germany,,Entire rental unit,5.0,2.0,3.0,1.0,SebSuperhost,1,1,4.93,93164,2026-07-07,https://www.airbnb.com/rooms/1088971692273798382?search_mode=regular_search&adults=1&check_in=2026-08-18&check_out=2026-08-23&children=0&infants=0&pets=0&source_impression_id=p3_1783433094_P3mQNmPuIG1Xz4w6&previous_page_section_name=1000&federated_search_id=b2c04086-b5c5-431f-8874-8fb1f9a3d7d5
WinterGarden w/View at Hackescher Market,Berlin,Germany,500 EUR,Entire rental unit,4.0,2.0,3.0,1.0,Sabina,1,0,4.63,313,2026-07-07,https://www.airbnb.com/rooms/35242748?search_mode=regular_search&adults=1&check_in=2026-07-28&check_out=2026-08-02&children=0&infants=0&pets=0&source_impression_id=p3_1783433094_P3qOXztN8TbHMDqz&previous_page_section_name=1000&federated_search_id=b2c04086-b5c5-431f-8874-8fb1f9a3d7d5
Central apartment near Alex (Apt. 11),Berlin,Germany,,Entire serviced apartment,6.0,2.0,2.0,1.0,SvenSuperhost,1,1,4.89,89316,2026-07-07,https://www.airbnb.com/rooms/33006441?search_mode=regular_search&adults=1&check_in=2026-08-21&check_out=2026-08-26&children=0&infants=0&pets=0&source_impression_id=p3_1783433094_P3nekmCaxrXJKWtx&previous_page_section_name=1000&federated_search_id=b2c04086-b5c5-431f-8874-8fb1f9a3d7d5
Exclusive Villa Nova in Berlin • Spacious & Cozy,Berlin,Germany,,Entire home,6.0,3.0,5.0,4.0,Sawan,1,1,5.0,016,2026-07-07,https://www.airbnb.com/rooms/1548810333041667727?search_mode=regular_search&adults=1&check_in=2026-07-13&check_out=2026-07-18&children=0&infants=0&pets=0&source_impression_id=p3_1783433094_P3N67p25ftmGB_Xq&previous_page_section_name=1000&federated_search_id=b2c04086-b5c5-431f-8874-8fb1f9a3d7d5
New cozy 3 Room-Appartement,Berlin,Germany,,Entire rental unit,7.0,3.0,4.0,2.0,SebSuperhost,1,1,4.95,95194,2026-07-07,https://www.airbnb.com/rooms/1007960506907122688?search_mode=regular_search&adults=1&check_in=2026-08-16&check_out=2026-08-21&children=0&infants=0&pets=0&source_impression_id=p3_1783433094_P38Sr0qSTMA55e3r&previous_page_section_name=1000&federated_search_id=b2c04086-b5c5-431f-8874-8fb1f9a3d7d5
3 room spacious apartment at Boxhagener Platz,Berlin,Germany,,Entire rental unit,8.0,2.0,6.0,1.0,Sleep Like Home ApartmentsSupe,1,1,4.94,9490,2026-07-07,https://www.airbnb.com/rooms/1350839618181161054?search_mode=regular_search&adults=1&check_in=2026-08-29&check_out=2026-09-03&children=0&infants=0&pets=0&source_impression_id=p3_1783433094_P399zOKjIU9VXAAd&previous_page_section_name=1000&federated_search_id=b2c04086-b5c5-431f-8874-8fb1f9a3d7d5
Above the rooftops of Berlin,Berlin,Germany,,Entire rental unit,5.0,2.0,5.0,2.0,Viola,1,0,5.0,8,2026-07-07,https://www.airbnb.com/rooms/1168926155157111506?search_mode=regular_search&adults=1&check_in=2026-08-14&check_out=2026-08-21&children=0&infants=0&pets=0&source_impression_id=p3_1783433094_P3WzgtTbKVkQVfHv&previous_page_section_name=1000&federated_search_id=b2c04086-b5c5-431f-8874-8fb1f9a3d7d5
2Zi. Apartment am Boxhagener Kiez,Berlin,Germany,,Entire rental unit,4.0,2.0,2.0,1.0,MirabelaSuperhost,1,0,4.44,9,2026-07-07,https://www.airbnb.com/rooms/1673384862965907373?search_mode=regular_search&adults=1&check_in=2026-08-30&check_out=2026-09-04&children=0&infants=0&pets=0&source_impression_id=p3_1783433094_P3KoCt39CSQ4Fep4&previous_page_section_name=1000&federated_search_id=b2c04086-b5c5-431f-8874-8fb1f9a3d7d5
Top Castle & Chain Bridge Suite With Giant Balcony,Budapest,Hungary,500 EUR,Entire condo,4.0,2.0,2.0,1.0,Tam,1,1,4.97,97274,2026-07-07,https://www.airbnb.com/rooms/24926203?search_mode=regular_search&adults=1&check_in=2026-07-14&check_out=2026-07-19&children=0&infants=0&pets=0&source_impression_id=p3_1783434383_P3h_cFBp3DtkpKe3&previous_page_section_name=1000&federated_search_id=6a5072e0-d64d-497d-bf95-0c1c1577aea6
Exceptional Downtown Home,Budapest,Hungary,,Entire rental unit,4.0,2.0,2.0,1.5,EvaSuperhost,1,1,4.88,8868,2026-07-07,https://www.airbnb.com/rooms/1394047950500430804?search_mode=regular_search&adults=1&check_in=2026-07-11&check_out=2026-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1783434383_P3NwsljYyrfWMvDw&previous_page_section_name=1000&federated_search_id=6a5072e0-d64d-497d-bf95-0c1c1577aea6
Rooftop Apt. in the Jewelry Box | Parliament view,Budapest,Hungary,$1,Entire rental unit,4.0,2.0,2.0,1.0,,1,0,4.91,279,2026-07-07,https://www.airbnb.com/rooms/33654951?search_mode=regular_search&adults=1&check_in=2026-07-30&check_out=2026-08-04&children=0&infants=0&pets=0&source_impression_id=p3_1783434383_P3FqPDI5KJFsOEXv&previous_page_section_name=1000&federated_search_id=6a5072e0-d64d-497d-bf95-0c1c1577aea6
Astoria inn - Heart of City,Budapest,Hungary,,Entire condo,4.0,2.0,2.0,2.0,Frida Maj,1,1,4.87,87390,2026-07-07,https://www.airbnb.com/rooms/21985846?search_mode=regular_search&adults=1&check_in=2026-08-02&check_out=2026-08-07&children=0&infants=0&pets=0&source_impression_id=p3_1783434383_P3bcryuoRN1nQD2q&previous_page_section_name=1000&federated_search_id=6a5072e0-d64d-497d-bf95-0c1c1577aea6
Super Central 2-Bedroom Dream Home w Balcony&View,Budapest,Hungary,,Entire serviced apartment,4.0,2.0,2.0,2.0,KataSuperhost,1,1,4.87,87106,2026-07-07,https://www.airbnb.com/rooms/1140498731159045206?search_mode=regular_search&adults=1&check_in=2026-07-08&check_out=2026-07-13&children=0&infants=0&pets=0&source_impression_id=p3_1783434383_P3ZAnQoiUW24_24e&previous_page_section_name=1000&federated_search_id=6a5072e0-d64d-497d-bf95-0c1c1577aea6
My Favorite 2bedr apt. with balcony in the center,Budapest,Hungary,,Entire condo,5.0,2.0,3.0,1.0,BarbaraSuperhost,1,1,4.97,97411,2026-07-07,https://www.airbnb.com/rooms/18920434?search_mode=regular_search&adults=1&check_in=2026-10-22&check_out=2026-10-27&children=0&infants=0&pets=0&source_impression_id=p3_1783434383_P34mentbUyKbk7gU&previous_page_section_name=1000&federated_search_id=6a5072e0-d64d-497d-bf95-0c1c1577aea6
'W' Central Panorama Loft,Budapest,Hungary,,Entire rental unit,6.0,2.0,3.0,2.0,AttilaSuperhost,1,1,4.94,94101,2026-07-07,https://www.airbnb.com/rooms/1191222481528641843?search_mode=regular_search&adults=1&check_in=2026-07-13&check_out=2026-07-18&children=0&infants=0&pets=0&source_impression_id=p3_1783434383_P39nPXR7JfHguQ_f&previous_page_section_name=1000&federated_search_id=6a5072e0-d64d-497d-bf95-0c1c1577aea6
Grand Danube Dream Home,Budapest,Hungary,,Entire rental unit,4.0,2.0,2.0,3.0,MihalySuperhost,1,0,4.91,380,2026-07-07,https://www.airbnb.com/rooms/33030347?search_mode=regular_search&adults=1&check_in=2026-07-09&check_out=2026-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1783434383_P3_lvp8bii3zPVCC&previous_page_section_name=1000&federated_search_id=6a5072e0-d64d-497d-bf95-0c1c1577aea6
Skyline Residence Soho ☆ with A/C and free parking,Budapest,Hungary,,Entire condo,6.0,2.0,3.0,1.5,AnitaSuperhost,1,1,4.98,98171,2026-07-07,https://www.airbnb.com/rooms/50763742?search_mode=regular_search&adults=1&check_in=2026-07-10&check_out=2026-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1783434383_P3xU7CgggRT1WrJC&previous_page_section_name=1000&federated_search_id=6a5072e0-d64d-497d-bf95-0c1c1577aea6
Retro Chic 2-bedroom in The Center with Balcony,Budapest,Hungary,,Entire rental unit,4.0,2.0,,1.0,MihalySuperhost,1,1,4.84,84184,2026-07-07,https://www.airbnb.com/rooms/921500737894197835?search_mode=regular_search&adults=1&check_in=2026-07-11&check_out=2026-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1783434383_P34JgnKPVfUqmi-8&previous_page_section_name=1000&federated_search_id=6a5072e0-d64d-497d-bf95-0c1c1577aea6
King street Glam | 2BR | GymSpa & Free Parking,Budapest,Hungary,€30,Entire rental unit,4.0,2.0,2.0,3.0,Aur,1,0,4.87,353,2026-07-07,https://www.airbnb.com/rooms/856555329585612506?search_mode=regular_search&adults=1&check_in=2026-07-16&check_out=2026-07-21&children=0&infants=0&pets=0&source_impression_id=p3_1783434383_P3aLGQdCy_j1WyiU&previous_page_section_name=1000&federated_search_id=6a5072e0-d64d-497d-bf95-0c1c1577aea6
A Green Gem - Sauna & Jacuzzi,Budapest,Hungary,,Entire condo,4.0,2.0,2.0,2.0,Szabina,1,1,4.96,96227,2026-07-07,https://www.airbnb.com/rooms/670790912905810088?search_mode=regular_search&adults=1&check_in=2026-07-17&check_out=2026-07-22&children=0&infants=0&pets=0&source_impression_id=p3_1783434383_P3lK2a_OyR0IV2b1&previous_page_section_name=1000&federated_search_id=6a5072e0-d64d-497d-bf95-0c1c1577aea6
Rex51 Deluxe Suite,Budapest,Hungary,,Entire rental unit,5.0,2.0,3.0,2.0,TiborSuperhost,1,1,4.99,9974,2026-07-07,https://www.airbnb.com/rooms/1068828374125545539?search_mode=regular_search&adults=1&check_in=2026-07-12&check_out=2026-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1783434383_P3Rpy0WI2wthgXJD&previous_page_section_name=1000&federated_search_id=6a5072e0-d64d-497d-bf95-0c1c1577aea6
Spacious 2BR/Near Margaret Island/Quiet Area,Budapest,Hungary,,Entire condo,4.0,2.0,2.0,1.0,LaszloSuperhost,1,1,4.93,93161,2026-07-07,https://www.airbnb.com/rooms/798287106801314729?search_mode=regular_search&adults=1&check_in=2026-07-09&check_out=2026-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1783434383_P3640hG1Hm214x_2&previous_page_section_name=1000&federated_search_id=6a5072e0-d64d-497d-bf95-0c1c1577aea6
View of the Parliament from your Balcony Apartment,Budapest,Hungary,,Entire condo,6.0,3.0,3.0,1.0,EdwinaSuperhost,1,1,4.99,99195,2026-07-07,https://www.airbnb.com/rooms/852570709614241306?search_mode=regular_search&adults=1&check_in=2026-10-18&check_out=2026-10-23&children=0&infants=0&pets=0&source_impression_id=p3_1783434383_P3mPLrzUb4dRjGJE&previous_page_section_name=1000&federated_search_id=6a5072e0-d64d-497d-bf95-0c1c1577aea6
Spacious inner City apartment - with A/C,Budapest,Hungary,,Entire condo,6.0,2.0,3.0,1.0,Peter,1,1,4.93,93370,2026-07-07,https://www.airbnb.com/rooms/42480696?search_mode=regular_search&adults=1&check_in=2026-08-22&check_out=2026-08-27&children=0&infants=0&pets=0&source_impression_id=p3_1783434384_P3YpQ4Ke-iM4Uc3B&previous_page_section_name=1000&federated_search_id=6a5072e0-d64d-497d-bf95-0c1c1577aea6
Brand new 2 bedroom OAKParkett residence,Budapest,Hungary,,Entire rental unit,5.0,2.0,2.0,2.5,Daniel,1,0,New,2,2026-07-07,https://www.airbnb.com/rooms/1704394818631218889?search_mode=regular_search&adults=1&check_in=2026-07-11&check_out=2026-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1783434384_P3KzVI17a-KYPSe-&previous_page_section_name=1000&federated_search_id=6a5072e0-d64d-497d-bf95-0c1c1577aea6
COZY and Style in the Central,Budapest,Hungary,45 EUR,Entire condo,4.0,2.0,2.0,1.0,EvaSuperhost,1,1,4.85,85222,2026-07-07,https://www.airbnb.com/rooms/617392466701296291?search_mode=regular_search&adults=1&check_in=2026-09-01&check_out=2026-09-06&children=0&infants=0&pets=0&source_impression_id=p3_1783434384_P3aDmo5LamMPjEjW&previous_page_section_name=1000&federated_search_id=6a5072e0-d64d-497d-bf95-0c1c1577aea6
Danube Riverside Loft (2 separate bedrooms),Budapest,Hungary,,Entire rental unit,6.0,2.0,3.0,2.0,Ann,1,1,5.0,013,2026-07-07,https://www.airbnb.com/rooms/1640630305462318570?search_mode=regular_search&adults=1&check_in=2026-10-03&check_out=2026-10-08&children=0&infants=0&pets=0&source_impression_id=p3_1783434476_P3ku_I60zVkHA2WC&previous_page_section_name=1000&federated_search_id=d2c3701d-bce8-4520-9a36-4c56a6d28728
"Wellness Wonderland: Garden, Sauna, Jacuzzi",Budapest,Hungary,€100,Entire rental unit,12.0,4.0,6.0,2.0,Danny,1,0,,,2026-07-07,https://www.airbnb.com/rooms/1721567970979459531?search_mode=regular_search&adults=1&check_in=2026-07-26&check_out=2026-07-31&children=0&infants=0&pets=0&source_impression_id=p3_1783434477_P3M0gnBuDRpEBQd7&previous_page_section_name=1000&federated_search_id=d2c3701d-bce8-4520-9a36-4c56a6d28728
AC • Parisian Luxury Home in the Heart of Budapest,Budapest,Hungary,,Entire condo,6.0,2.0,3.0,2.0,MaxSuperhost,1,1,4.92,9275,2026-07-07,https://www.airbnb.com/rooms/1125811037021883633?search_mode=regular_search&adults=1&check_in=2026-07-14&check_out=2026-07-19&children=0&infants=0&pets=0&source_impression_id=p3_1783434477_P3usWWj3Y2dCpjL3&previous_page_section_name=1000&federated_search_id=d2c3701d-bce8-4520-9a36-4c56a6d28728
Swan Residence in the Buda Castle Area 2BR/Balcony,Budapest,Hungary,,Entire rental unit,4.0,2.0,2.0,1.5,MihalySuperhost,1,1,4.89,89123,2026-07-07,https://www.airbnb.com/rooms/810562870799710525?search_mode=regular_search&adults=1&check_in=2026-07-11&check_out=2026-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1783434477_P3QSkN74HK9tua15&previous_page_section_name=1000&federated_search_id=d2c3701d-bce8-4520-9a36-4c56a6d28728
Adorable Contemporary Quiet Flat @ Downtown Buda,Budapest,Hungary,,Entire condo,4.0,2.0,2.0,1.5,Anita,1,1,4.99,9972,2026-07-07,https://www.airbnb.com/rooms/550776499419645980?search_mode=regular_search&adults=1&check_in=2026-07-10&check_out=2026-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1783434477_P3klzQL4XCU0r4A4&previous_page_section_name=1000&federated_search_id=d2c3701d-bce8-4520-9a36-4c56a6d28728
Tilde flat next to the Synagogue with free parking,Budapest,Hungary,,Entire rental unit,4.0,2.0,1.0,1.0,BenjaminSuperhost,1,1,4.96,9668,2026-07-07,https://www.airbnb.com/rooms/1309573323086861745?search_mode=regular_search&adults=1&check_in=2026-07-12&check_out=2026-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1783434477_P3mu90VO_sDKOvFy&previous_page_section_name=1000&federated_search_id=d2c3701d-bce8-4520-9a36-4c56a6d28728
Spacious 3BR | 3BATHS | 3AC@City Center,Budapest,Hungary,,Entire rental unit,6.0,3.0,3.0,3.0,Lily Nguyen VuNew HostListing,1,0,,,2026-07-07,https://www.airbnb.com/rooms/1723110654628646381?search_mode=regular_search&adults=1&check_in=2026-07-07&check_out=2026-07-12&children=0&infants=0&pets=0&source_impression_id=p3_1783434477_P3HOzBJjUPm7GBL0&previous_page_section_name=1000&federated_search_id=d2c3701d-bce8-4520-9a36-4c56a6d28728
